id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,loan_status_clean
,,24000,24000,24000.0, 36 months,5.32,722.76,A,A1,Agent,10+ years,RENT,100000.0,Source Verified,Jan-2016,Fully Paid,n,,,debt_consolidation,Debt consolidation,785xx,TX,12.96,0.0,Jul-1995,0.0,,,14.0,0.0,9632,16.0,35.0,w,0.0,0.0,25272.1669959994,25272.17,24000.0,1272.17,0.0,0.0,0.0,Apr-2017,1931.68,,Nov-2017,0.0,,1,Individual,,,,0.0,0.0,232272.0,2.0,2.0,0.0,2.0,20.0,31180.0,66.0,3.0,3.0,564.0,38.0,60100.0,0.0,3.0,2.0,7.0,16591.0,24604.0,4.3,0.0,0.0,159.0,245.0,1.0,1.0,5.0,3.0,,2.0,,0.0,3.0,6.0,5.0,9.0,6.0,11.0,24.0,6.0,14.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,303569.0,40812.0,25700.0,47439.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,7000,7000,7000.0, 36 months,9.44,224.04,B,B1,Accountant,2 years,RENT,60000.0,Not Verified,Jul-2017,Current,n,,,credit_card,Credit card refinancing,303xx,GA,16.17,1.0,Dec-2008,0.0,16.0,,17.0,0.0,7477,60.3,27.0,w,3551.74,3551.74,4253.09,4253.09,3448.26,804.83,0.0,0.0,0.0,Feb-2019,224.04,Mar-2019,Feb-2019,0.0,16.0,1,Individual,,,,0.0,0.0,67574.0,0.0,13.0,0.0,2.0,23.0,60097.0,91.0,0.0,2.0,4820.0,86.0,12400.0,0.0,0.0,0.0,4.0,3975.0,3023.0,71.2,0.0,0.0,102.0,103.0,13.0,13.0,0.0,13.0,35.0,20.0,16.0,3.0,2.0,2.0,3.0,3.0,20.0,4.0,6.0,2.0,17.0,0.0,0.0,1.0,0.0,84.6,66.7,0.0,0.0,78812.0,67574.0,10500.0,66412.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,12000,12000,12000.0, 36 months,11.49,395.66,B,B5,Creative Assistant,1 year,RENT,40000.0,Source Verified,Nov-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,605xx,IL,16.41,0.0,Jun-2007,0.0,,,9.0,0.0,10298,54.2,14.0,w,0.0,0.0,14239.8236858945,14239.82,12000.0,2239.82,0.0,0.0,0.0,Nov-2018,395.44,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,41630.0,,,,,,,,,,,,19000.0,,,,4.0,5204.0,8702.0,54.2,0.0,0.0,70.0,101.0,13.0,13.0,0.0,13.0,,13.0,,0.0,4.0,4.0,5.0,5.0,8.0,6.0,6.0,4.0,9.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,52976.0,41630.0,19000.0,33976.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,10500,10500,10500.0, 60 months,12.74,237.52,C,C1,Supervisor ,6 years,RENT,23000.0,Not Verified,Feb-2017,Current,n,,,credit_card,Credit card refinancing,129xx,NY,19.26,0.0,Aug-2008,0.0,,,15.0,0.0,8474,30.9,22.0,w,6088.79,6088.79,6493.05,6493.05,4411.21,2081.84,0.0,0.0,0.0,Feb-2019,237.52,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,831.0,14290.0,2.0,2.0,0.0,2.0,18.0,5816.0,93.0,2.0,5.0,1947.0,43.0,27400.0,1.0,0.0,3.0,7.0,1021.0,14749.0,25.5,0.0,0.0,18.0,102.0,3.0,3.0,0.0,3.0,,8.0,,0.0,4.0,6.0,8.0,10.0,2.0,13.0,20.0,6.0,15.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,33650.0,14290.0,19800.0,6250.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,12000,12000,12000.0, 60 months,25.57,356.24,F,F5,Paraprofessional ,10+ years,RENT,33000.0,Source Verified,Oct-2014,Charged Off,n,,,debt_consolidation,Debt consolidation,066xx,CT,26.95,1.0,May-2004,1.0,14.0,,8.0,0.0,7736,36.5,17.0,w,0.0,0.0,5309.51,5309.51,1755.21,3554.3,0.0,0.0,0.0,Jan-2016,356.24,,Apr-2017,0.0,,1,Individual,,,,0.0,388.0,11099.0,,,,,,,,,,,,21200.0,,,,2.0,1586.0,233.0,90.7,0.0,0.0,116.0,125.0,5.0,5.0,0.0,14.0,,5.0,,0.0,1.0,3.0,1.0,3.0,2.0,7.0,15.0,3.0,8.0,0.0,0.0,0.0,1.0,94.1,100.0,0.0,0.0,50707.0,11099.0,2500.0,29507.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,18225,18225,18225.0, 36 months,12.99,613.99,C,C1,Operation Support Specialist,4 years,RENT,55000.0,Source Verified,Jul-2014,Fully Paid,n,,,debt_consolidation,Debt consolidation,208xx,MD,33.69,0.0,Jan-2009,0.0,,,12.0,0.0,16011,73.8,16.0,w,0.0,0.0,21919.3003031,21919.3,18225.0,3694.3,0.0,0.0,0.0,Feb-2017,1499.6,,Dec-2018,0.0,,1,Individual,,,,0.0,0.0,75561.0,,,,,,,,,,,,21700.0,,,,5.0,6297.0,5689.0,73.8,0.0,0.0,58.0,65.0,12.0,4.0,0.0,12.0,,,,0.0,3.0,3.0,3.0,4.0,12.0,3.0,4.0,3.0,12.0,0.0,0.0,0.0,4.0,100.0,33.3,0.0,0.0,82610.0,75561.0,21700.0,60910.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,22400,22400,22400.0, 36 months,5.32,674.58,A,A1,Mortgage Loan officer,3 years,MORTGAGE,110000.0,Not Verified,Nov-2015,Fully Paid,n,,,credit_card,Credit card refinancing,612xx,IL,15.58,0.0,Nov-1998,0.0,,,13.0,0.0,16064,36.8,26.0,w,0.0,0.0,23115.1,23115.1,22400.0,715.1,0.0,0.0,0.0,Jul-2016,18402.97,,Jan-2018,0.0,,1,Individual,,,,0.0,0.0,176104.0,,,,,,,,,,,,43700.0,,,,3.0,14675.0,13936.0,53.5,0.0,0.0,138.0,204.0,17.0,17.0,5.0,103.0,,17.0,,0.0,2.0,2.0,2.0,5.0,10.0,7.0,11.0,2.0,13.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,256028.0,49625.0,30000.0,59019.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,12000,12000,12000.0, 36 months,19.03,440.06,D,D3,Investment associate ,3 years,RENT,60000.0,Not Verified,Jan-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,114xx,NY,8.88,0.0,Nov-2006,0.0,28.0,,5.0,0.0,14844,64.5,13.0,f,0.0,0.0,13079.4652784923,13079.47,12000.0,1079.47,0.0,0.0,0.0,Jul-2018,10891.86,,Jul-2018,0.0,28.0,1,Individual,,,,0.0,0.0,17770.0,0.0,1.0,0.0,0.0,110.0,2926.0,84.0,1.0,1.0,9775.0,67.0,23000.0,0.0,0.0,1.0,1.0,3554.0,7641.0,65.3,0.0,0.0,124.0,134.0,7.0,7.0,0.0,7.0,,7.0,,2.0,3.0,4.0,3.0,3.0,6.0,4.0,7.0,4.0,5.0,0.0,0.0,0.0,1.0,90.9,33.3,0.0,0.0,26500.0,17770.0,22000.0,3500.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,6000,6000,6000.0, 36 months,12.62,201.07,C,C1,Registered Nurse,< 1 year,MORTGAGE,121000.0,Source Verified,Jun-2017,Fully Paid,n,,,debt_consolidation,Debt consolidation,980xx,WA,24.47,8.0,Nov-1995,1.0,20.0,,17.0,0.0,14480,84.2,43.0,f,0.0,0.0,6911.5866420716,6911.59,6000.0,911.59,0.0,0.0,0.0,Dec-2018,3497.61,,Jan-2019,0.0,20.0,1,Joint App,206000.0,16.87,Source Verified,0.0,774.0,178607.0,1.0,5.0,2.0,2.0,5.0,132590.0,88.0,0.0,1.0,2462.0,87.0,17200.0,2.0,3.0,6.0,3.0,10506.0,764.0,92.1,0.0,0.0,259.0,147.0,14.0,5.0,6.0,35.0,22.0,6.0,22.0,7.0,6.0,10.0,6.0,7.0,26.0,10.0,11.0,10.0,17.0,0.0,0.0,1.0,2.0,62.8,100.0,0.0,0.0,218327.0,147070.0,9700.0,158169.0,28648.0,Nov-2004,1.0,6.0,12.0,88.4,4.0,7.0,0.0,0.0,57.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,16750,16750,16750.0, 60 months,19.99,443.68,E,E4,Clerical Associate,9 years,RENT,52000.0,Verified,Sep-2015,Current,n,,,debt_consolidation,Debt consolidation,113xx,NY,28.23,0.0,Apr-2001,2.0,40.0,62.0,21.0,2.0,16378,34.4,30.0,f,7175.41,7175.41,18172.28,18172.28,9574.59,8597.69,0.0,0.0,0.0,Feb-2019,443.68,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,33061.0,,,,,,,,,,,,47600.0,,,,13.0,1653.0,21454.0,39.1,0.0,0.0,17.0,173.0,5.0,5.0,0.0,6.0,,1.0,40.0,0.0,8.0,13.0,10.0,17.0,2.0,19.0,28.0,13.0,21.0,0.0,0.0,0.0,3.0,96.7,20.0,0.0,2.0,68900.0,33061.0,35200.0,21300.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,10000,10000,10000.0, 36 months,17.09,356.98,D,D1,,,RENT,19000.0,Not Verified,Jan-2018,Current,n,,,debt_consolidation,Debt consolidation,329xx,FL,33.23,0.0,Dec-2007,0.0,,,15.0,0.0,14358,33.1,16.0,w,6959.42,6959.42,4560.05,4560.05,3040.58,1519.47,0.0,0.0,0.0,Feb-2019,356.98,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,14358.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,4462.0,33.0,43400.0,0.0,0.0,0.0,1.0,957.0,17740.0,39.7,0.0,0.0,,121.0,16.0,16.0,0.0,43.0,,16.0,,0.0,9.0,11.0,12.0,13.0,0.0,15.0,16.0,11.0,15.0,0.0,0.0,0.0,0.0,100.0,8.3,0.0,0.0,43400.0,14358.0,29400.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,20500,20500,20500.0, 36 months,15.31,713.76,C,C2,Mott Community College,10+ years,MORTGAGE,52439.0,Verified,Sep-2012,Fully Paid,n,,  Borrower added on 08/14/12 > Debt consolidation - thank you!<br>,debt_consolidation,Debt consolidation,484xx,MI,22.47,0.0,Oct-1978,1.0,,,11.0,0.0,22629,63.7,28.0,f,0.0,0.0,25695.1446324314,25695.14,20500.0,5195.14,0.0,0.0,0.0,Sep-2015,716.05,,Sep-2015,0.0,,1,Individual,,,,0.0,0.0,42613.0,,,,,,,,,,,,35500.0,,,,5.0,5327.0,11787.0,64.3,0.0,0.0,228.0,412.0,9.0,9.0,3.0,9.0,,4.0,,0.0,5.0,6.0,8.0,14.0,6.0,10.0,19.0,6.0,11.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,59313.0,42613.0,33000.0,23813.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,24500,24500,24500.0, 60 months,13.33,561.6,C,C3,Computer Programmer,10+ years,MORTGAGE,75000.0,Source Verified,Jul-2015,Current,n,,,debt_consolidation,Debt consolidation,565xx,MN,21.44,0.0,Mar-1998,0.0,,,19.0,0.0,22115,42.0,27.0,w,8656.16,8656.16,24194.16,24194.16,15843.84,8350.32,0.0,0.0,0.0,Feb-2019,561.6,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,169188.0,,,,,,,,,,,,52600.0,,,,6.0,8905.0,25269.0,46.0,0.0,0.0,208.0,196.0,4.0,4.0,2.0,4.0,,9.0,,0.0,5.0,6.0,8.0,10.0,10.0,11.0,15.0,6.0,19.0,0.0,0.0,0.0,3.0,100.0,50.0,0.0,0.0,230997.0,59220.0,46800.0,63378.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,6000,6000,6000.0, 36 months,16.01,210.98,C,C5,Office Assistant ,6 years,RENT,34000.0,Not Verified,May-2018,Current,n,,,debt_consolidation,Debt consolidation,112xx,NY,8.54,0.0,Apr-2015,0.0,,,4.0,0.0,6203,44.9,4.0,f,4756.75,4756.75,1893.48,1893.48,1243.25,650.23,0.0,0.0,0.0,Feb-2019,210.98,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,6203.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2923.0,45.0,13800.0,0.0,0.0,0.0,0.0,1551.0,7597.0,44.9,0.0,0.0,,37.0,27.0,27.0,0.0,27.0,,,,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,13800.0,6203.0,13800.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,3000,3000,3000.0, 36 months,16.99,106.95,D,D1,Recruiting Manager,1 year,RENT,105000.0,Verified,Sep-2016,Current,n,,,moving,,945xx,CA,2.24,2.0,Jun-2003,0.0,7.0,,6.0,0.0,1802,31.1,11.0,w,707.71,707.71,3095.89,3095.89,2292.29,803.6,0.0,0.0,0.0,Feb-2019,106.95,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,7548.0,0.0,1.0,0.0,0.0,65.0,5746.0,48.0,0.0,0.0,1500.0,43.0,5800.0,0.0,0.0,0.0,0.0,1510.0,698.0,72.1,0.0,0.0,123.0,159.0,34.0,34.0,0.0,57.0,,,13.0,0.0,2.0,2.0,2.0,2.0,4.0,5.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,81.8,50.0,0.0,0.0,17696.0,7548.0,2500.0,11896.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,15000,15000,15000.0, 36 months,8.81,475.68,A,A5,Compliance Analyst,10+ years,MORTGAGE,102000.0,Not Verified,Nov-2018,Current,n,,,credit_card,Credit card refinancing,957xx,CA,20.05,0.0,Oct-1997,1.0,,,12.0,0.0,26121,56.4,13.0,w,13895.26,13895.26,1463.75,1463.75,1104.74,359.01,0.0,0.0,0.0,Feb-2019,475.68,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,83332.0,1.0,3.0,0.0,1.0,16.0,57211.0,52.0,2.0,4.0,14127.0,55.0,46300.0,0.0,1.0,2.0,5.0,6944.0,20179.0,56.4,0.0,0.0,253.0,43.0,2.0,2.0,0.0,2.0,,6.0,,0.0,5.0,5.0,9.0,9.0,4.0,9.0,9.0,5.0,12.0,0.0,0.0,0.0,2.0,100.0,33.3,0.0,0.0,133648.0,83332.0,46300.0,87348.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,,current
,,20000,20000,20000.0, 36 months,9.43,640.01,B,B1,Physician,2 years,RENT,81000.0,Source Verified,May-2018,Current,n,,,credit_card,Credit card refinancing,070xx,NJ,21.17,0.0,Mar-2006,0.0,,,40.0,0.0,19567,33.9,74.0,w,15515.27,15515.27,5817.61,5817.61,4484.73,1332.88,0.0,0.0,0.0,Feb-2019,640.01,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,340274.0,0.0,21.0,0.0,1.0,16.0,320707.0,105.0,0.0,1.0,7006.0,81.0,57800.0,0.0,1.0,0.0,2.0,8725.0,28792.0,39.9,0.0,0.0,115.0,145.0,13.0,13.0,0.0,13.0,,16.0,,0.0,10.0,13.0,11.0,14.0,42.0,19.0,31.0,13.0,40.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,309585.0,340274.0,47900.0,251785.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,8000,8000,8000.0, 36 months,7.84,250.11,A,A4,Crew Leader,10+ years,RENT,145000.0,Not Verified,Aug-2018,Current,n,,,other,Other,113xx,NY,5.82,1.0,Feb-1994,0.0,19.0,,7.0,0.0,2732,21.9,19.0,w,6793.38,6793.38,1497.18,1497.18,1206.62,290.56,0.0,0.0,0.0,Feb-2019,250.11,Mar-2019,Feb-2019,0.0,19.0,1,Individual,,,,0.0,0.0,25396.0,1.0,2.0,2.0,3.0,6.0,22664.0,79.0,1.0,1.0,1284.0,62.0,12500.0,5.0,0.0,6.0,4.0,3628.0,9768.0,21.9,0.0,0.0,145.0,294.0,9.0,6.0,1.0,9.0,27.0,6.0,27.0,2.0,5.0,5.0,5.0,9.0,8.0,5.0,10.0,5.0,7.0,0.0,0.0,1.0,3.0,68.4,0.0,0.0,0.0,41069.0,25396.0,12500.0,28569.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,10000,10000,10000.0, 36 months,7.07,309.1,A,A2,Mg. Director - Finance & Analytics,2 years,MORTGAGE,200000.0,Source Verified,Aug-2017,Fully Paid,n,,,credit_card,Credit card refinancing,198xx,DE,1.17,0.0,Nov-2003,0.0,,,10.0,0.0,6908,4.6,28.0,w,0.0,0.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,Aug-2017,10007.86,,Aug-2017,0.0,,1,Individual,,,,0.0,0.0,357350.0,2.0,0.0,0.0,0.0,64.0,0.0,,3.0,6.0,3335.0,5.0,150100.0,0.0,0.0,2.0,6.0,35735.0,126736.0,4.8,0.0,0.0,151.0,165.0,2.0,2.0,3.0,2.0,,11.0,,0.0,4.0,7.0,6.0,14.0,4.0,9.0,21.0,7.0,10.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,524100.0,6908.0,133100.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,10000,10000,10000.0, 60 months,17.99,253.88,D,D2,,,MORTGAGE,37000.0,Verified,Jul-2016,Fully Paid,n,,,debt_consolidation,Debt consolidation,606xx,IL,25.14,0.0,Jul-2003,1.0,,,4.0,0.0,9932,78.8,20.0,w,0.0,0.0,12287.904267322,12287.9,10000.0,2272.9,15.0,0.0,0.0,Jan-2018,43.89,,Jan-2018,0.0,,1,Individual,,,,0.0,0.0,31205.0,0.0,1.0,2.0,3.0,9.0,21273.0,89.0,0.0,1.0,7625.0,85.0,12600.0,0.0,17.0,3.0,4.0,7801.0,175.0,97.8,0.0,0.0,92.0,43.0,22.0,9.0,1.0,39.0,,0.0,,0.0,1.0,3.0,1.0,1.0,14.0,3.0,5.0,3.0,4.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,36600.0,31205.0,7800.0,24000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,15200,15200,15200.0, 60 months,9.58,319.83,B,B1,Project Manager,6 years,MORTGAGE,109000.0,Not Verified,May-2018,Current,n,,,major_purchase,Major purchase,762xx,TX,4.66,0.0,Oct-1990,0.0,,,8.0,0.0,3818,20.4,24.0,w,13355.53,13355.53,2862.29,2862.29,1844.47,1017.82,0.0,0.0,0.0,Feb-2019,319.83,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,13313.0,0.0,1.0,1.0,1.0,9.0,9495.0,79.0,0.0,3.0,3713.0,42.0,18700.0,2.0,0.0,4.0,5.0,1664.0,12982.0,22.7,0.0,0.0,155.0,331.0,21.0,9.0,5.0,21.0,,2.0,,0.0,2.0,2.0,3.0,6.0,8.0,5.0,9.0,2.0,8.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,31939.0,13313.0,16800.0,12000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,25000,25000,25000.0, 60 months,18.25,638.25,D,D3,Change Management Analyst,1 year,OWN,56000.0,Source Verified,Mar-2016,Fully Paid,n,,,house,Home buying,480xx,MI,15.95,0.0,Feb-1993,0.0,81.0,,30.0,0.0,9196,23.2,39.0,w,0.0,0.0,29945.3781641231,29945.38,25000.0,4945.38,0.0,0.0,0.0,May-2017,22197.67,,Oct-2018,0.0,81.0,1,Individual,,,,0.0,0.0,46465.0,0.0,8.0,0.0,2.0,17.0,35629.0,94.0,1.0,6.0,3206.0,57.0,39700.0,0.0,3.0,2.0,9.0,1787.0,11305.0,44.6,0.0,0.0,185.0,277.0,12.0,12.0,1.0,16.0,,4.0,81.0,1.0,6.0,8.0,8.0,9.0,11.0,20.0,25.0,8.0,30.0,0.0,0.0,0.0,1.0,97.4,14.3,0.0,0.0,80882.0,46465.0,20400.0,37850.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,32000,32000,32000.0, 60 months,9.43,670.97,B,B1,Revenue Management Representative,5 years,RENT,90000.0,Source Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,731xx,OK,20.1,0.0,May-2001,1.0,,,22.0,0.0,34899,38.5,28.0,w,27199.81,27199.81,7347.14,7347.14,4800.19,2546.95,0.0,0.0,0.0,Feb-2019,670.97,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,170475.0,1.0,2.0,0.0,2.0,14.0,49725.0,77.0,4.0,8.0,5521.0,47.0,90700.0,0.0,3.0,3.0,10.0,8972.0,43107.0,43.3,0.0,0.0,114.0,201.0,4.0,4.0,2.0,4.0,,4.0,,0.0,12.0,14.0,15.0,15.0,5.0,19.0,21.0,14.0,22.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,243190.0,84624.0,76000.0,60193.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,,current
,,1200,1200,1200.0, 36 months,14.47,41.29,C,C2,Team coordinator,4 years,MORTGAGE,70000.0,Source Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,535xx,WI,18.24,0.0,Jan-2001,0.0,,84.0,7.0,1.0,2768,86.5,27.0,w,1118.56,1118.56,123.4,123.4,81.44,41.96,0.0,0.0,0.0,Feb-2019,41.29,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,271.0,122996.0,1.0,4.0,1.0,4.0,11.0,26024.0,77.0,0.0,2.0,907.0,78.0,3200.0,8.0,5.0,3.0,7.0,17571.0,93.0,90.7,0.0,0.0,213.0,32.0,15.0,3.0,1.0,24.0,,7.0,,0.0,1.0,2.0,1.0,1.0,23.0,2.0,3.0,2.0,7.0,0.0,0.0,0.0,2.0,100.0,100.0,1.0,0.0,130634.0,28792.0,1000.0,33634.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,8000,8000,8000.0, 36 months,10.75,260.97,B,B4,mangaer,5 years,RENT,24000.0,Source Verified,Jun-2016,Current,n,,,debt_consolidation,Debt consolidation,799xx,TX,22.8,0.0,Jan-2006,0.0,28.0,,15.0,0.0,6488,53.2,27.0,w,1020.65,1020.65,8341.48,8341.48,6979.35,1362.13,0.0,0.0,0.0,Feb-2019,260.97,Mar-2019,Feb-2019,0.0,28.0,1,Individual,,,,0.0,0.0,46638.0,0.0,9.0,0.0,0.0,26.0,40150.0,88.0,2.0,3.0,3304.0,81.0,12200.0,0.0,4.0,0.0,3.0,3331.0,2502.0,66.6,0.0,0.0,118.0,124.0,9.0,9.0,0.0,9.0,59.0,,28.0,1.0,2.0,4.0,3.0,4.0,14.0,6.0,13.0,4.0,15.0,0.0,0.0,0.0,2.0,88.5,33.3,0.0,0.0,57933.0,46638.0,7500.0,45733.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,20000,20000,20000.0, 36 months,10.99,654.68,B,B4,IT Manager,7 years,RENT,80000.0,Source Verified,Aug-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,080xx,NJ,29.88,0.0,Sep-2004,0.0,,,14.0,0.0,13835,65.0,22.0,w,0.0,0.0,22591.6858543168,22591.69,20000.0,2591.69,0.0,0.0,0.0,Feb-2017,11486.55,,Dec-2018,0.0,,1,Individual,,,,0.0,0.0,103702.0,,,,,,,,,,,,21300.0,,,,4.0,7407.0,7007.0,66.0,0.0,0.0,131.0,65.0,9.0,8.0,0.0,9.0,,9.0,,0.0,6.0,7.0,6.0,7.0,12.0,7.0,9.0,7.0,14.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,133772.0,103702.0,20600.0,112472.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,25500,25500,25475.0, 36 months,15.96,896.01,C,C5,County of Riverside,4 years,MORTGAGE,125000.0,Verified,Feb-2012,Fully Paid,n,,"  Borrower added on 01/28/12 > Lending Club said with my good payment history I could apply for another loan with them. $8100 of this new loan will be used to pay off existing LC loan, thus not all is really for credit card payoffs. I have an excellent record as I haven't been late with even one payment to ANYONE in 12 years!<br>",credit_card,My Re-Fi Lending Club Loan,923xx,CA,9.18,0.0,Dec-1994,1.0,,,9.0,0.0,61317,70.5,16.0,f,0.0,0.0,26495.2156698127,26469.24,25500.0,995.22,0.0,0.0,0.0,May-2012,24709.86,,Mar-2015,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
